企业名称,经营状态,法定代表人,注册资本,成立日期,所属省份,所属城市,电话,更多电话,邮箱,统一社会信用代码,纳税人识别号,注册号,组织机构代码,参保人數,企业类型,所属行业,网址,企业地址,经营范围
丽水市莲都区凌芸教育培训学校有限公司,存续,姜燕珠,60万元人民币,2019/6/4,浙江,丽水市,,,,91331102MA2E1HLU4J,91331102MA2E1HLU4J,,MA2E1HLU-4,0,有限责任公司(自然人投资或控股),教育,,浙江省丽水市莲都区中山街泗州楼8号4楼,"文化课培训,开展思维拓展、户外拓展、棋类、舞蹈、美术、少儿编程、积木搭建培训,教育信息咨询,餐饮服务(须取得有效食品经营许可证(或登记证)、环保审批意见等方可经营,如还需其他部门审批的须取得相关部门的审批意见)。"
深圳点趣教育科技有限公司,存续,霍文慧,50万元人民币,2019/1/8,广东,深圳市,,,,91440300MA5FFCJF8G,91440300MA5FFCJF8G,4.40E+14,MA5FFCJF-8,0,有限责任公司,教育,,深圳市龙岗区龙城街道天安数码创新园一号B1402,"信息技术咨询,技术转让及销售,技术维护,计算机编程,少儿编程,智能机器人,计算机培训;计算机软件设计;软件研发;出国留学中介服务;教育咨询;企业管理咨询;心理咨询;儿童智力潜能开发;文化交流与活动策划;经营电子商务,电脑动画设计,文化活动策划;销售文具用品,文化用品,体育用品,电子产品;国内贸易;进出口贸易。"
安徽昆颖教育咨询有限公司,存续,李陈陈,500万元人民币,2019/5/17,安徽,合肥市,,,,91340121MA2TQ4X85G,91340121MA2TQ4X85G,,MA2TQ4X8-5,0,有限责任公司(自然人投资或控股),商务服务业,,安徽省合肥市长丰县双墩镇北城军港新村军港大道7幢107室,教育信息咨询;教育项目研发;体育运动项目经营;文化艺术活动策划;展览展示服务;组织文化艺术交流;电子产品、日用品、工艺品、服装、鞋帽、办公文化用品销售。夏令营、拓展训练活动策划;声乐咨询指导;舞蹈咨询指导;绘画咨询指导;书法咨询指导、考级信息咨询服务;围棋咨询指导;模特礼仪培训咨询;少儿机器人技术咨询、少儿编程信息咨询;全脑开发咨询服务。
大同市城区华沁教育科技有限公司,存续,冀乐玮,30万元人民币,2018/3/16,山西,大同市,17836657758,,981427142@qq.com,91140202MA0JYHT6XA,91140202MA0JYHT6XA,,MA0JYHT6-X,0,有限责任公司(自然人投资或控股),教育,,山西省大同市城区同泉里6号楼3号商铺,"少儿编程技术推广服务;教育咨询;计算机技术咨询;组织文化艺术交流活动;设计、制作、代理、发布广告;企业管理咨询;企业策划;计算机系统服务;软件设计;翻译服务;会议服务;计算机网络集成设备;广播会议系统;网络管线,电线电缆;办公自动化设备;电气设备;办公用品;灯光音响;监控报警系统;系统集成网络维护。"
如皋山竹艺术培训有限公司,存续,戴爱荣,50万元人民币,2018/10/26,江苏,南通市,13773808222,,13773808222@163.com,91320682MA1XCTDE0W,91320682MA1XCTDE0W,,MA1XCTDE-0,0,有限责任公司(自然人独资),软件和信息技术服务业,,如皋市如城街道都市华庭116B#-9号三楼,"书法、绘画、陶艺、雕塑、儿童摄影、音乐、舞蹈、乐器、形体、跆拳道、轮滑、魔方、棋类、机器人编程、少儿演讲与口才培训;儿童临时看护(,);文化艺术交流策划;企业形象策划;市场营销策划;办公设备、仪器、教具、玩具、乐器、工艺品销售;"
宜春市宜阳新区极客晨星计算机培训中心有限公司,存续,韩奇睿,50万元人民币,2019/8/13,江西,宜春市,,,,91360900MA38RHJC2E,91360900MA38RHJC2E,,MA38RHJC-2,0,有限责任公司(自然人投资或控股),教育,,江西省宜春市袁州区锦绣大道555号6栋三楼1#(承诺申报),"少儿编程培训(民办学校办学许可证有效期至2022-07-18);计算机技术服务,计算机软件开发及销售,教育信息咨询;会议会展服务、承办展览展示、教育文化活动组织策划、教育文化交流;文化用品销售。"
杭州童语教育科技有限公司,存续,金小玲,65万元人民币,2016/9/20,浙江,杭州市,0571-86870538,,15860898@qq.com,91330104MA27YLWU94,91330104MA27YLWU94,3.30E+14,MA27YLWU-9,4,有限责任公司(自然人投资或控股),,,浙江省杭州市江干区蓝桥名苑底商72号,"服务:教育软件技术开发,计算机软硬件开发、技术咨询、技术服务、技术转让,计算机信息咨询,体能培训,小型室内游乐,电子竞技赛事组织策划,体育赛事活动组织策划,少儿编程培训,文化艺术交流活动组织策划,展览展示服务,批发零售(含网上销售):玩具,教具,计算机软硬件。"
深圳贝辰科技有限公司,存续,李洪亮,20万元人民币,2018/6/26,广东,深圳市,13510588127,,549837532@qq.com,91440300MA5F6W0R0R,91440300MA5F6W0R0R,4.40E+14,MA5F6W0R-0,0,有限责任公司,零售业,,深圳市南山区粤海街道 科兴路11号深南花园A座10C,"一般经营项目是:电子科技技术研发及推广;信息技术开发、技术咨询与技术服务;国内贸易;经营电子商务;通讯设备、计算机软件及辅助设备、电子产品、文体办公用品、五金交电、仪器仪表、机电产品、日用百货、编程机器人、人工智能产品的研发及销售;教育信息咨询;教育培训;青少儿编程培训。,许可经营项目是:讯设备、计算机软件及辅助设备、电子产品、文体办公用品、五金交电、仪器仪表、机电产品、日用百货、编程机器人、人工智能产品的生产。"
浙江天艾信息技术有限公司,存续,高瞻,1000万元人民币,2006/10/23,浙江,杭州市,0571-88480517,0571-88480713；0571-28866987；,lvweichan@runcom.com.cn,91330104793667090H,91330104793667090H,3.30E+14,79366709-0,1,有限责任公司(自然人投资或控股),软件和信息技术服务业,http://www.tianaixinxi.com,浙江省杭州市萧山区天汇园星云地带1幢1715室,"服务:第二类增值电信业务中的信息服务业务(限互联网信息服务业务)(凭有效许可证经营),计算机软硬件及网络设备的技术开发、咨询,计算机技术服务,电子商务平台开发,成年人的非证书劳动职业技能培训),青少儿编程培训;其他无需报经审批的一切合法项目。"
东莞巨壳教育科技有限公司,在业,梁耀昌,100万元人民币,2018/1/19,广东,东莞市,15622313151,,,91441900MA519CRT8C,91441900MA519CRT8C,4.42E+14,MA519CRT-8,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,http://www.jukerr.cn,东莞市松山湖高新技术产业开发区工业西路14号2栋808室,机器人教具的技术研发、销售及技术咨询;少儿编程教育课程的技术研发、技术转让、技术咨询;青少年编程比赛活动策划、创客赛事活动策划、文化艺术交流活动策划及组织;承办机器人展览展示活动;机器人玩具的销售;机器人营销信息咨询;计算机硬件及软件开发;互联网技术服务;互联网技术转让;互联网技术推广;互联网文化活动组织策划。
杭州钱水润苗培训学校有限公司,存续,阚秀艳,500万元人民币,2013/5/29,浙江,杭州市,,,,9.13E+17,9.13E+17,3.30E+14,06789505-6,8,有限责任公司(自然人独资),商务服务业,,浙江省杭州市江干区丁兰路706号、708号,"服务:非学历文化教育(中小学文化学科类培训)(凭有效许可证经营),文化艺术交流活动策划,书画培训,舞蹈培训,音乐培训,口才培训,跆拳道培训,围棋培训,少儿编程培训,少儿茶艺培训,插花培训,声乐培训;批发、零售:文化用品,办公用品,图书、报刊(凭有效许可证经营);其他无需报经审批的一切合法项目。"
重庆教育大数据研究院有限公司,存续,周茂,500万元人民币,2015/7/7,重庆,,023-63080879,,service@cqebd.cn,9.15E+17,9.15E+17,5.00E+14,34593618-9,9,有限责任公司,软件和信息技术服务业,http://www.cqebd.cn,重庆市渝北区龙溪街道新溉大道99号中渝.香奈公馆二期3幢38-1,教育大数据分析与采集;招生、招考教育信息交流、咨询服务;计算机软硬件及网络设备的研发与销售;计算机系统集成及相关技术服务;教育软件的技术研发、技术转让、技术服务、技术咨询;人力资源管理;研学旅行策划;教育教学质量监测评估;企业管理咨询;心理咨询;培训舞蹈、美术、书法、声乐、钢琴、吉他、古筝、播音主持、表演艺术、少儿编程、机器人编程、演讲与口才(均);经营增值电信业务;设计、制作、代理、发布国内外广告;会务及展览展示服务;销售教具、文具、教学仪器、办公用品、文化用品、图书。*
泰安市才语教育培训学校有限公司,在业,孙丽,50万元人民币,2019/4/19,山东,泰安市,,,,91370900MA3PKX9602,91370900MA3PKX9602,,MA3PKX96-0,0,有限责任公司(自然人独资),教育,,泰安市岱岳区长城西路20-32号,"播音主持、演讲与口才、戏剧与戏曲,作文、书法、美术,舞蹈、少儿编程、音乐培训;教育信息咨询;文化艺术交流活动组织与策划;企业及个人形象设计;拓展训练;户外活动组织策划;研学旅行;图文、平面设计及制作;会议会展服务;礼仪庆典服务;舞台道具租赁。"
深圳市博睿教育文化发展有限公司,存续,周双,3万元人民币,2018/8/28,广东,深圳市,13824328660,,13824328660@qq.com,91440300MA5F9XLE74,91440300MA5F9XLE74,4.40E+14,MA5F9XLE-7,0,有限责任公司(自然人独资),商务服务业,,深圳市龙岗区龙城街道中心城街道龙福路362号城市花园35栋103,教育信息咨询;教育培训;美术、书法、播音主持、音乐、舞蹈培训;国学文化推广;少儿阅读、写作指导;夏令营、文化艺术活动策划;计算机编程、动漫设计;网络远程教育;教育软件研发与销售;记忆力、专注力、学习方法指导;趣味性课程、探究性课程研发。^
鄂尔多斯市东胜区美度艺术培训学校有限公司,存续,张浩科,30万元人民币,2019/11/21,内蒙古,鄂尔多斯市,,,,91150602MA0QJXLWX1,91150602MA0QJXLWX1,,MA0QJXLW-X,0,有限责任公司(自然人独资)(1151),教育,,内蒙古自治区鄂尔多斯市东胜区汇昇花园住宅小区6号楼1号、2号底商,艺术、书法、口才、识字文化课培训(办学许可证有效期:2019年11月1日-2022年10月31日);研学游学咨询服务;教育咨询;少儿机器人编程教育咨询服务;画材、文具、字画装裱销售;图书零售。
西安环形山软件科技有限公司,在业,张哲,200万元人民币,2019/8/2,陕西,西安市,,,,91610132MA6X2GC68R,91610132MA6X2GC68R,,MA6X2GC6-8,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,,陕西省西安市经济技术开发区凤城一路凤城一号1--1--1018,教育软件的开发及销售;教学仪器的销售及安装;教学设备的研发、销售;计算机网络信息科技领域内的技术咨询、技术服务、技术转让;企业内部职(员)工培训;计算机物联网软硬件的技术开发、技术转让、技术咨询;少儿编程软件研发;计算机信息系统集成;网站建设;平面设计;通信工程、计算机网络工程的设计、施工;企业管理咨询。
全南县卓越教育信息咨询有限公司,存续,王梅,30万元人民币,2019/7/31,江西,赣州市,,,,91360729MA38QQAKXD,91360729MA38QQAKXD,,MA38QQAK-X,0,有限责任公司(自然人独资),商务服务业,,江西省赣州市全南县希桥路(二中与人武部之间)商住楼,"教育信息咨询服务、心理咨询服务、文化艺术交流活动、技术交流与咨询服务、企业管理咨询;企业形象策划;信息技术咨询;教学设备、教学仪器、教学系统技术开发;玩具研发、销售,日用百货、办公用品销售;机器人及配件研发、销售、技术服务;机器人租赁;书法、国学、少儿编程、绘本阅读与指导服务;餐饮服务、住宿服务、家政服务。"
深圳市艾克斯教育科技发展有限公司,存续,彭晓杰,100万元人民币,2018/4/23,广东,深圳市,0755-23318092,,1184283022@qq.com,91440300MA5F3GXC8U,91440300MA5F3GXC8U,,MA5F3GXC-8,18,有限责任公司,批发业,,深圳市宝安区新安街道海旺社区裕安一路3016号尚都1栋三层3B02,"少儿科学教育培训;教育培训;亲子活动策划;商务文化交流活动策划;文艺表演策划;经营电子商务(涉及前置性行政许可的,须取得前置性行政许可文件后方可经营);市场营销策划;经济信息咨询;从事广告业务;企业形象策划;文化用品、工艺美术品、电子产品、工艺礼品的销售;装潢设计;展览展示;美术培训、舞蹈培训、少儿早教语言培训;少儿编程培训、电脑动画设计;国内贸易;经营进出口业务。)"
石柱土家族自治县林森教育科技有限公司,存续,谭雪林,10万元人民币,2019/5/27,重庆,,,,,91500240MA60DCPF3C,91500240MA60DCPF3C,,MA60DCPF-3,0,有限责任公司,教育,,重庆市石柱土家族自治县南宾镇万寿大道,教育软件的研发;少儿美术培训;书法培训、语言培训、戏剧表演培训、故事欣赏、播音主持培训、少儿编程培训、棋类培训、情商培训、注意力培训、舞蹈、形体、少儿模特、体育培训、体能培训、珠心算培训、声乐、乐器类培训、国学、礼仪培训;婴幼儿早期行为习惯指导;教育大数据分析与采集;销售:文化用品、乐器、玩具;设计、制作、代理、发布广告;户外拓展运动策划;组织文化艺术交流活动。
世纪海航（厦门）科技有限公司,存续,林木聪,1200万元人民币,2015/12/11,福建,厦门市,13950020786,,,91350200MA34509J6M,91350200MA34509J6M,3.50E+14,MA34509J-6,23,有限责任公司(自然人投资或控股),研究和试验发展,http://www.shijihaihang.com/,厦门市软件园三期诚毅北大街63号2202单元,文具用品批发;体育用品及器材批发;其他文化用品批发;电气设备批发;计算机、软件及辅助设备批发;通讯及广播电视设备批发;其他机械设备及电子产品批发;文具用品零售;体育用品及器材零售;其他文化用品零售;计算机、软件及辅助设备零售;通信设备零售;其他电子产品零售;互联网接入及相关服务;其他互联网服务;软件开发;信息系统集成服务;信息技术咨询服务;数据处理和存储服务;集成电路设计;其他未列明信息技术服务业;教育辅助服务;其他未列明的教育;其他未列明专业技术服务业;商务信息咨询;教育咨询;投资咨询);企业管理咨询;会议及展览服务;文化、艺术活动策划;贸易代理;互联网销售;其他人力资源服务。
